REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Maryland,2019,27,X,0.157418,4,13,2541
Massachusetts,2019,27,X,0.774005,308,44,39793
Michigan,2019,27,X,0.35934,66,72,18367
Minnesota,2019,27,X,1.26701,54,21,4262
Mississippi,2019,27,X,1.0119,148,46,14626
Missouri,2019,27,X,0,0,14,1479
Montana,2019,27,X,0.504686,28,25,5548
Nebraska,2019,27,X,1.00604,75,40,7455
Nevada,2019,27,X,0.53041,45,26,8484
New Hampshire,2019,27,X,0.458716,5,13,1090
New Jersey,2019,27,X,1.79779,569,42,31650
New Mexico,2019,27,X,0.565824,90,42,15906
New York,2019,27,X,0.677309,395,124,58319
North Carolina,2019,27,X,0.418272,381,138,91089
North Dakota,2019,27,X,0.442087,15,11,3393
Ohio,2019,27,X,0.593771,53,31,8926
Oklahoma,2019,27,X,0.424056,22,14,5188
Oregon,2019,27,X,0.560123,186,72,33207
Pennsylvania,2019,27,X,0.487336,223,125,45759
Rhode Island,2019,27,X,0.0307598,1,23,3251
South Carolina,2019,27,X,0.730099,93,21,12738
South Dakota,2019,27,X,0.360427,49,30,13595
Tennessee,2019,27,X,0.35016,12,41,3427
Texas,2019,27,X,1.80349,328,94,18187
Utah,2019,27,X,1.58535,258,53,16274
Vermont,2019,27,X,0.65803,32,11,4863
Virginia,2019,27,X,0.92717,780,128,84127
Washington,2019,27,X,0.539926,19,16,3519
West Virginia,2019,27,X,0.493546,26,17,5268
Wisconsin,2019,27,X,0.872846,155,32,17758
Wyoming,2019,27,X,0.206718,4,13,1935
Puerto Rico,2019,27,X,3.55004,83,5,2338
Virgin Islands,2019,27,X,0.326087,3,3,920
New York City,2019,27,X,1.23829,1081,35,87298
Alabama,2019,28,X,0.717621,272,76,37903
Alaska,2019,28,X,1.37074,64,16,4669
Arizona,2019,28,X,1.1172,106,20,9488
Arkansas,2019,28,X,0.27248,4,6,1468
California,2019,28,X,0.899837,343,76,38118
Colorado,2019,28,X,0.959798,387,72,40321
Connecticut,2019,28,X,0,0,4,250
Delaware,2019,28,X,0,0,5,1363
District of Columbia,2019,28,X,1.15414,149,6,12910
Florida,2019,28,X,X,X,X,X
Georgia,2019,28,X,0.933218,679,86,72759
Hawaii,2019,28,X,1.27632,20,16,1567
Idaho,2019,28,X,0,0,1,299
Illinois,2019,28,X,0.574171,195,76,33962
Indiana,2019,28,X,0.274402,7,17,2551
Iowa,2019,28,X,0.392054,15,13,3826
Kansas,2019,28,X,0.39212,42,19,10711
Kentucky,2019,28,X,0.255469,16,15,6263
Louisiana,2019,28,X,1.75017,780,90,44567
Maine,2019,28,X,0.558624,89,46,15932
Maryland,2019,28,X,0.147167,6,13,4077
Massachusetts,2019,28,X,0.636237,293,43,46052
Michigan,2019,28,X,0.375556,81,75,21568
Minnesota,2019,28,X,1.04488,61,21,5838
Mississippi,2019,28,X,0.901607,138,46,15306
Missouri,2019,28,X,0.170746,3,14,1757
Montana,2019,28,X,0.538073,33,25,6133
Nebraska,2019,28,X,0.778458,61,40,7836
Nevada,2019,28,X,0.487697,44,27,9022
New Hampshire,2019,28,X,0.411241,6,13,1459
New Jersey,2019,28,X,1.61793,529,38,32696
New Mexico,2019,28,X,0.584795,104,41,17784
New York,2019,28,X,0.606159,374,124,61700
North Carolina,2019,28,X,0.345109,330,136,95622
North Dakota,2019,28,X,0.344234,12,11,3486
Ohio,2019,28,X,0.561632,57,29,10149
Oklahoma,2019,28,X,0.361664,22,14,6083
Oregon,2019,28,X,0.472636,164,71,34699
Pennsylvania,2019,28,X,0.482721,233,124,48268
Rhode Island,2019,28,X,0.0505561,2,23,3956
South Carolina,2019,28,X,0.616,77,22,12500
South Dakota,2019,28,X,0.50396,56,30,11112
Tennessee,2019,28,X,0.492126,25,47,5080
Texas,2019,28,X,1.63544,254,58,15531
Utah,2019,28,X,1.19744,217,53,18122
Vermont,2019,28,X,0.523455,26,11,4967
Virginia,2019,28,X,0.900846,745,121,82700
Washington,2019,28,X,0.353838,13,20,3674
West Virginia,2019,28,X,0.259488,16,15,6166
Wisconsin,2019,28,X,0.704191,144,37,20449
Wyoming,2019,28,X,0.118017,3,13,2542
Puerto Rico,2019,28,X,5.74074,93,5,1620
Virgin Islands,2019,28,X,0.216216,2,3,925
New York City,2019,28,X,1.06354,951,34,89418
Alabama,2019,29,X,0.78857,287,76,36395
Alaska,2019,29,X,1.18993,52,17,4370
Arizona,2019,29,X,0.852156,83,21,9740
Arkansas,2019,29,X,0.658561,13,8,1974
California,2019,29,X,0.911741,344,76,37730
Colorado,2019,29,X,0.99995,399,72,39902
Connecticut,2019,29,X,0,0,4,243
Delaware,2019,29,X,0,0,5,1305
District of Columbia,2019,29,X,1.11538,145,6,13000
Florida,2019,29,X,X,X,X,X
Georgia,2019,29,X,0.896378,632,92,70506
Hawaii,2019,29,X,0.795756,9,15,1131
Idaho,2019,29,X,0,0,1,271
Illinois,2019,29,X,0.519296,197,78,37936
Indiana,2019,29,X,0.537634,14,18,2604
Iowa,2019,29,X,0.238284,9,13,3777
Kansas,2019,29,X,0.661126,70,19,10588
Kentucky,2019,29,X,0.44739,27,15,6035
Louisiana,2019,29,X,1.63499,739,90,45199
Maine,2019,29,X,0.448547,69,46,15383
Maryland,2019,29,X,0.252845,10,13,3955
Massachusetts,2019,29,X,0.671475,297,42,44231
Michigan,2019,29,X,0.250093,47,67,18793
Minnesota,2019,29,X,0.941258,54,21,5737
Mississippi,2019,29,X,0.891277,136,46,15259
Missouri,2019,29,X,0,0,13,1637
Montana,2019,29,X,0.478878,28,25,5847
Nebraska,2019,29,X,0.981392,77,41,7846
Nevada,2019,29,X,0.572148,50,25,8739
New Hampshire,2019,29,X,0.831793,9,11,1082
New Jersey,2019,29,X,1.43867,466,42,32391
New Mexico,2019,29,X,0.572213,100,41,17476
New York,2019,29,X,0.49329,297,124,60208
North Carolina,2019,29,X,0.318706,303,136,95072
North Dakota,2019,29,X,0.164783,7,11,4248
Ohio,2019,29,X,0.623207,63,28,10109
Oklahoma,2019,29,X,0.380417,23,14,6046
Oregon,2019,29,X,0.369568,128,71,34635
Pennsylvania,2019,29,X,0.441361,215,125,48713
Rhode Island,2019,29,X,0.0506971,2,23,3945
South Carolina,2019,29,X,0.628507,84,23,13365
South Dakota,2019,29,X,0.368135,61,31,16570
Tennessee,2019,29,X,0.408664,20,46,4894
Texas,2019,29,X,1.35155,281,96,20791
Utah,2019,29,X,1.31394,234,53,17809
Vermont,2019,29,X,0.429097,21,11,4894
Virginia,2019,29,X,0.870202,701,122,80556
Washington,2019,29,X,0.265041,10,20,3773
West Virginia,2019,29,X,0.44359,30,16,6763
Wisconsin,2019,29,X,0.830233,154,32,18549
Wyoming,2019,29,X,0,0,13,2456
Puerto Rico,2019,29,X,4.76375,123,7,2582
Virgin Islands,2019,29,X,0.220751,2,3,906
New York City,2019,29,X,1.06505,929,37,87226
Alabama,2019,30,X,0.806363,292,78,36212
Alaska,2019,30,X,1.5708,68,16,4329
Arizona,2019,30,X,0.415242,34,15,8188
Arkansas,2019,30,X,0.626781,11,7,1755
California,2019,30,X,0.898999,345,74,38376
Colorado,2019,30,X,0.84424,338,72,40036
Connecticut,2019,30,X,0,0,4,333
Delaware,2019,30,X,0,0,5,1270
District of Columbia,2019,30,X,0.951294,125,6,13140
Florida,2019,30,X,X,X,X,X
Georgia,2019,30,X,0.981851,726,95,73942
Hawaii,2019,30,X,1.31926,15,15,1137
Idaho,2019,30,X,0,0,1,107
Illinois,2019,30,X,0.57845,193,77,33365
Indiana,2019,30,X,0.265369,6,17,2261
Iowa,2019,30,X,0.205882,7,12,3400
Kansas,2019,30,X,0.440653,47,19,10666
Kentucky,2019,30,X,0.402212,24,15,5967
Louisiana,2019,30,X,1.65105,724,90,43851
Maine,2019,30,X,0.507233,81,46,15969
Maryland,2019,30,X,0.187617,6,12,3198
Massachusetts,2019,30,X,0.583388,257,42,44053
Michigan,2019,30,X,0.355231,73,72,20550
Minnesota,2019,30,X,1.46925,81,19,5513
Mississippi,2019,30,X,0.94864,128,46,13493
Missouri,2019,30,X,0.0619579,1,14,1614
Montana,2019,30,X,0.409232,25,25,6109
Nebraska,2019,30,X,1.03746,77,40,7422
Nevada,2019,30,X,0.405515,35,26,8631
New Hampshire,2019,30,X,0.0725163,1,13,1379
New Jersey,2019,30,X,1.32749,430,40,32392
New Mexico,2019,30,X,0.565417,86,41,15210
New York,2019,30,X,0.510265,298,124,58401
North Carolina,2019,30,X,0.335793,314,137,93510
North Dakota,2019,30,X,0.3861,13,11,3367
Ohio,2019,30,X,0.538063,54,30,10036
Oklahoma,2019,30,X,0.312256,16,11,5124
Oregon,2019,30,X,0.362663,122,71,33640
Pennsylvania,2019,30,X,0.498987,239,124,47897
Rhode Island,2019,30,X,0,0,22,3616
South Carolina,2019,30,X,0.555991,71,22,12770
South Dakota,2019,30,X,0.316957,54,31,17037
Tennessee,2019,30,X,0.516956,25,45,4836
Texas,2019,30,X,1.58026,317,94,20060
Utah,2019,30,X,1.34406,239,53,17782
Vermont,2019,30,X,0.556128,27,10,4855
Virginia,2019,30,X,0.800792,655,126,81794
Washington,2019,30,X,0.344645,13,20,3772
West Virginia,2019,30,X,0.181269,12,16,6620
Wisconsin,2019,30,X,0.639068,113,37,17682
Wyoming,2019,30,X,0.0412882,1,13,2422
Puerto Rico,2019,30,X,1.85894,34,5,1829
Virgin Islands,2019,30,X,0.162338,1,2,616
New York City,2019,30,X,1.01044,863,32,85408
Alabama,2019,31,X,0.873338,316,78,36183
Alaska,2019,31,X,1.74396,91,18,5218
Arizona,2019,31,X,0.489143,41,16,8382
Arkansas,2019,31,X,0.696864,10,5,1435
California,2019,31,X,0.834614,315,75,37742
Colorado,2019,31,X,0.921023,374,72,40607
Connecticut,2019,31,X,0,0,4,368
Delaware,2019,31,X,0,0,5,1356
District of Columbia,2019,31,X,0.978261,126,6,12880
Florida,2019,31,X,X,X,X,X
Georgia,2019,31,X,0.966376,705,95,72953
Hawaii,2019,31,X,0.782609,9,15,1150
Idaho,2019,31,X,0,0,1,66
Illinois,2019,31,X,0.566718,187,76,32997
Indiana,2019,31,X,0.424088,10,16,2358
Iowa,2019,31,X,0.408759,14,12,3425
Kansas,2019,31,X,0.45955,48,19,10445
Kentucky,2019,31,X,0.237328,14,15,5899
Louisiana,2019,31,X,1.6433,721,89,43875
Maine,2019,31,X,0.34476,53,46,15373
Maryland,2019,31,X,0.163399,4,11,2448
Massachusetts,2019,31,X,0.578544,256,42,44249
Michigan,2019,31,X,0.313049,57,72,18208
Minnesota,2019,31,X,1.3967,77,19,5513
Mississippi,2019,31,X,0.974763,146,44,14978
Missouri,2019,31,X,0,0,14,1723
Montana,2019,31,X,0.359712,21,25,5838
Nebraska,2019,31,X,0.768945,62,42,8063
Nevada,2019,31,X,0.38866,34,27,8748
New Hampshire,2019,31,X,0.253485,4,13,1578
New Jersey,2019,31,X,1.37332,446,43,32476
New Mexico,2019,31,X,0.508266,91,41,17904
New York,2019,31,X,0.496411,296,124,59628
North Carolina,2019,31,X,0.345089,319,137,92440
North Dakota,2019,31,X,0.938541,31,10,3303
Ohio,2019,31,X,0.428141,44,33,10277
Oklahoma,2019,31,X,0.4329,23,13,5313
Oregon,2019,31,X,0.372279,125,71,33577
Pennsylvania,2019,31,X,0.475029,220,124,46313
Rhode Island,2019,31,X,0.0256082,1,23,3905
South Carolina,2019,31,X,0.635992,81,22,12736
South Dakota,2019,31,X,0.379057,64,31,16884
Tennessee,2019,31,X,0.630646,37,52,5867
Texas,2019,31,X,1.3381,281,94,21000
Utah,2019,31,X,1.08701,207,53,19043
Vermont,2019,31,X,0.766363,37,11,4828
Virginia,2019,31,X,0.786335,633,124,80500
Washington,2019,31,X,0.184648,7,20,3791
West Virginia,2019,31,X,0.319149,21,15,6580
Wisconsin,2019,31,X,0.547726,96,36,17527
Wyoming,2019,31,X,0,0,12,2315
Puerto Rico,2019,31,X,4.24028,84,6,1981
Virgin Islands,2019,31,X,0.176367,1,2,567
New York City,2019,31,X,1.14857,973,31,84714
Alabama,2019,32,X,0.776343,288,77,37097
Alaska,2019,32,X,1.05708,55,18,5203
Arizona,2019,32,X,1.44709,211,43,14581
Arkansas,2019,32,X,0.451722,8,7,1771
California,2019,32,X,0.99623,370,71,37140
Colorado,2019,32,X,0.879351,361,72,41053
Connecticut,2019,32,X,0,0,4,401
Delaware,2019,32,X,0,0,5,1174
District of Columbia,2019,32,X,0.274387,29,5,10569
Florida,2019,32,X,X,X,X,X
Georgia,2019,32,X,1.04879,782,93,74562
Hawaii,2019,32,X,0.78064,10,15,1281
Idaho,2019,32,X,0,0,1,74
Illinois,2019,32,X,0.582779,191,76,32774
Indiana,2019,32,X,0.482668,11,15,2279
Iowa,2019,32,X,0.259441,9,12,3469
Kansas,2019,32,X,0.447719,48,19,10721
Kentucky,2019,32,X,0.214876,13,15,6050
Louisiana,2019,32,X,1.73011,804,90,46471
Maine,2019,32,X,0.469639,71,46,15118
Maryland,2019,32,X,0.196512,8,13,4071
Massachusetts,2019,32,X,0.628001,276,43,43949
Michigan,2019,32,X,0.341794,61,68,17847
Minnesota,2019,32,X,1.17805,70,19,5942
Mississippi,2019,32,X,1.11724,152,44,13605
Missouri,2019,32,X,0.114679,2,14,1744
Montana,2019,32,X,0.424809,25,25,5885
Nebraska,2019,32,X,0.827653,68,42,8216
Nevada,2019,32,X,0.402623,35,26,8693
New Hampshire,2019,32,X,0.5997,8,13,1334
New Jersey,2019,32,X,1.4127,445,43,31500
New Mexico,2019,32,X,0.440676,79,41,17927
New York,2019,32,X,0.582389,317,124,54431
North Carolina,2019,32,X,0.32567,302,135,92732
North Dakota,2019,32,X,0.912584,19,11,2082
Ohio,2019,32,X,0.508677,51,30,10026
Oklahoma,2019,32,X,0.367932,19,12,5164
Oregon,2019,32,X,0.364455,123,71,33749
Pennsylvania,2019,32,X,0.436154,206,123,47231
Rhode Island,2019,32,X,0,0,21,3057
South Carolina,2019,32,X,0.712928,90,21,12624
South Dakota,2019,32,X,0.335591,55,31,16389
Tennessee,2019,32,X,0.778017,47,52,6041
Texas,2019,32,X,1.18368,253,93,21374
Utah,2019,32,X,1.209,223,53,18445
Vermont,2019,32,X,0.396563,18,10,4539
Virginia,2019,32,X,0.776909,646,130,83150
Washington,2019,32,X,0.238347,9,20,3776
West Virginia,2019,32,X,0.366249,26,15,7099
Wisconsin,2019,32,X,0.462676,82,35,17723
Wyoming,2019,32,X,0.073692,2,13,2714
Puerto Rico,2019,32,X,4.52975,118,7,2605
Virgin Islands,2019,32,X,0.170648,1,2,586
New York City,2019,32,X,1.08093,906,29,83817
Alabama,2019,33,X,1.06962,411,77,38425
Alaska,2019,33,X,1.4734,77,18,5226
Arizona,2019,33,X,1.6986,266,44,15660
Arkansas,2019,33,X,0.860678,16,7,1859
California,2019,33,X,0.816787,311,70,38076
Colorado,2019,33,X,1.12834,457,72,40502
Connecticut,2019,33,X,0.335196,3,4,895
Delaware,2019,33,X,0,0,5,1335
District of Columbia,2019,33,X,1.05589,140,6,13259
Florida,2019,33,X,X,X,X,X
Georgia,2019,33,X,1.53231,1210,94,78966
Hawaii,2019,33,X,0.456204,5,14,1096
Idaho,2019,33,X,0,0,1,60
Illinois,2019,33,X,0.476331,161,76,33800
Indiana,2019,33,X,0.352526,9,16,2553
Iowa,2019,33,X,0.231006,9,12,3896
Kansas,2019,33,X,0.387387,43,19,11100
Kentucky,2019,33,X,0.471085,29,15,6156
Louisiana,2019,33,X,1.79735,858,89,47737
Maine,2019,33,X,0.432843,65,46,15017
Maryland,2019,33,X,0.0990099,4,12,4040
Massachusetts,2019,33,X,0.529734,230,42,43418
Michigan,2019,33,X,0.355984,68,71,19102
Minnesota,2019,33,X,1.37716,75,18,5446
Mississippi,2019,33,X,1.11119,160,45,14399
Missouri,2019,33,X,0.0452899,1,14,2208
Montana,2019,33,X,0.373514,22,25,5890
Nebraska,2019,33,X,0.899805,74,42,8224
Nevada,2019,33,X,0.404329,34,24,8409
New Hampshire,2019,33,X,0.541638,8,13,1477
New Jersey,2019,33,X,1.54265,493,42,31958
New Mexico,2019,33,X,0.583183,110,42,18862
New York,2019,33,X,0.487924,279,124,57181
North Carolina,2019,33,X,0.351953,333,136,94615
North Dakota,2019,33,X,0.60957,20,10,3281
Ohio,2019,33,X,0.53742,54,31,10048
Oklahoma,2019,33,X,0.455773,27,14,5924
Oregon,2019,33,X,0.36689,123,70,33525
Pennsylvania,2019,33,X,0.471864,215,122,45564
Rhode Island,2019,33,X,0.0901713,3,22,3327
South Carolina,2019,33,X,0.494743,64,21,12936
South Dakota,2019,33,X,0.318399,56,30,17588
Tennessee,2019,33,X,0.648132,38,47,5863
Texas,2019,33,X,0.879297,198,89,22518
Utah,2019,33,X,1.06057,194,53,18292
Vermont,2019,33,X,0.348985,11,8,3152
Virginia,2019,33,X,0.809655,697,133,86086
Washington,2019,33,X,0.075358,3,20,3981
West Virginia,2019,33,X,0.414174,27,15,6519
Wisconsin,2019,33,X,0.522104,92,36,17621
Wyoming,2019,33,X,0.174703,5,13,2862
Puerto Rico,2019,33,X,3.26271,77,9,2360
Virgin Islands,2019,33,X,0.369004,2,2,542
New York City,2019,33,X,1.15205,1063,66,92270
Alabama,2019,34,X,1.40931,530,77,37607
Alaska,2019,34,X,1.19985,64,18,5334
Arizona,2019,34,X,1.58361,218,38,13766
Arkansas,2019,34,X,1.1588,27,8,2330
California,2019,34,X,0.782927,310,73,39595
Colorado,2019,34,X,1.37727,550,72,39934
Connecticut,2019,34,X,0.560897,7,4,1248
Delaware,2019,34,X,0,0,5,1008
District of Columbia,2019,34,X,0.997162,130,6,13037
Florida,2019,34,X,X,X,X,X
Georgia,2019,34,X,1.86198,1454,91,78089
Hawaii,2019,34,X,1.2955,21,15,1621
Idaho,2019,34,X,0,0,1,70
Illinois,2019,34,X,0.455941,150,74,32899
Indiana,2019,34,X,0.275957,8,16,2899
Iowa,2019,34,X,0.179372,8,13,4460
Kansas,2019,34,X,0.464017,53,19,11422
Kentucky,2019,34,X,0.545124,36,16,6604
Louisiana,2019,34,X,2.37554,1150,89,48410
Maine,2019,34,X,0.643236,97,46,15080
Maryland,2019,34,X,0.122339,5,12,4087
Massachusetts,2019,34,X,0.593704,258,43,43456
Michigan,2019,34,X,0.361313,69,71,19097
Minnesota,2019,34,X,1.26511,67,18,5296
Mississippi,2019,34,X,1.58004,266,47,16835
Missouri,2019,34,X,0.183891,5,14,2719
Montana,2019,34,X,0.441052,26,25,5895
Nebraska,2019,34,X,1.36572,113,41,8274
Nevada,2019,34,X,0.286375,26,24,9079
New Hampshire,2019,34,X,0.34153,5,13,1464
New Jersey,2019,34,X,1.56624,497,43,31732
New Mexico,2019,34,X,0.787868,173,43,21958
New York,2019,34,X,0.492445,278,124,56453
North Carolina,2019,34,X,0.398457,378,135,94866
North Dakota,2019,34,X,0.714082,25,11,3501
Ohio,2019,34,X,0.47231,51,31,10798
Oklahoma,2019,34,X,0.459006,29,14,6318
Oregon,2019,34,X,0.40785,138,71,33836
Pennsylvania,2019,34,X,0.49075,230,122,46867
Rhode Island,2019,34,X,0.125628,5,23,3980
South Carolina,2019,34,X,0.670241,85,23,12682
South Dakota,2019,34,X,0.46868,52,29,11095
Tennessee,2019,34,X,0.53432,39,50,7299
Texas,2019,34,X,1.26906,298,92,23482
Utah,2019,34,X,1.09376,208,53,19017
Vermont,2019,34,X,0.499334,15,8,3004
Virginia,2019,34,X,0.934995,821,139,87808
Washington,2019,34,X,0.374614,17,20,4538
West Virginia,2019,34,X,0.159185,5,12,3141
Wisconsin,2019,34,X,0.446324,76,35,17028
Wyoming,2019,34,X,0.073692,2,13,2714
Puerto Rico,2019,34,X,5.11044,118,8,2309
Virgin Islands,2019,34,X,0.357782,2,2,559
New York City,2019,34,X,0.971586,808,27,83163
Alabama,2019,35,X,1.59424,609,77,38200
Alaska,2019,35,X,2.35972,127,18,5382
Arizona,2019,35,X,1.73114,273,44,15770
Arkansas,2019,35,X,1.13835,26,6,2284
California,2019,35,X,1.00916,413,70,40925
Colorado,2019,35,X,1.9783,793,72,40085
Connecticut,2019,35,X,0.454087,9,4,1982
Delaware,2019,35,X,0,0,5,1166
District of Columbia,2019,35,X,1.12517,153,6,13598
Florida,2019,35,X,X,X,X,X
Georgia,2019,35,X,1.90591,1475,93,77391
Hawaii,2019,35,X,1.88679,25,15,1325
Idaho,2019,35,X,0,0,1,66
Illinois,2019,35,X,0.509933,192,72,37652
Indiana,2019,35,X,0.518451,17,16,3279
Iowa,2019,35,X,0.312041,17,14,5448
Kansas,2019,35,X,0.775802,89,18,11472
Kentucky,2019,35,X,0.75431,49,15,6496
Louisiana,2019,35,X,3.16415,1543,77,48765
Maine,2019,35,X,0.32472,47,46,14474
Maryland,2019,35,X,0.16405,7,12,4267
Massachusetts,2019,35,X,0.704496,312,42,44287
Michigan,2019,35,X,0.49162,88,73,17900
Minnesota,2019,35,X,0.967088,62,18,6411
Mississippi,2019,35,X,1.80196,309,45,17148
Missouri,2019,35,X,0.212615,6,14,2822
Montana,2019,35,X,0.400348,23,24,5745
Nebraska,2019,35,X,1.45747,116,42,7959
Nevada,2019,35,X,0.432852,39,24,9010
New Hampshire,2019,35,X,0.111359,2,12,1796
New Jersey,2019,35,X,1.45313,453,43,31174
New Mexico,2019,35,X,0.888534,167,41,18795
New York,2019,35,X,0.51099,282,124,55187
North Carolina,2019,35,X,0.512006,487,134,95116
North Dakota,2019,35,X,0.504002,17,10,3373
Ohio,2019,35,X,0.651591,68,30,10436
Oklahoma,2019,35,X,0.645161,39,14,6045
Oregon,2019,35,X,0.461156,156,71,33828
Pennsylvania,2019,35,X,0.488977,238,124,48673
Rhode Island,2019,35,X,0.0947194,4,22,4223
South Carolina,2019,35,X,0.706682,79,23,11179
South Dakota,2019,35,X,0.495685,85,31,17148
Tennessee,2019,35,X,0.686059,50,48,7288
Texas,2019,35,X,1.84147,450,94,24437
Utah,2019,35,X,1.30679,254,53,19437
Vermont,2019,35,X,0.431433,14,9,3245
Virginia,2019,35,X,0.978304,905,147,92507
Washington,2019,35,X,0.0886328,4,20,4513
West Virginia,2019,35,X,0.156986,7,12,4459
Wisconsin,2019,35,X,0.626316,113,36,18042
Wyoming,2019,35,X,0.150376,4,13,2660
Puerto Rico,2019,35,X,4.32143,121,8,2800
Virgin Islands,2019,35,X,0,0,2,524
New York City,2019,35,X,1.09665,943,57,85989
Alabama,2019,36,X,1.81117,690,74,38097
Alaska,2019,36,X,2.63063,146,18,5550
Arizona,2019,36,X,1.99133,294,45,14764
Arkansas,2019,36,X,1.14519,28,8,2445
California,2019,36,X,1.01946,385,73,37765
Colorado,2019,36,X,2.14413,773,72,36052
Connecticut,2019,36,X,1.43325,35,4,2442
Delaware,2019,36,X,0,0,5,922
District of Columbia,2019,36,X,1.03006,122,6,11844
Florida,2019,36,X,X,X,X,X
Georgia,2019,36,X,2.09222,1624,90,77621
Hawaii,2019,36,X,2.6556,32,15,1205
Idaho,2019,36,X,0,0,1,60
Illinois,2019,36,X,0.777949,243,71,31236
Indiana,2019,36,X,0.679694,16,15,2354
Iowa,2019,36,X,0.370048,17,14,4594
Kansas,2019,36,X,0.911142,105,19,11524
Kentucky,2019,36,X,0.937061,60,16,6403
Louisiana,2019,36,X,3.27684,1626,78,49621
Maine,2019,36,X,0.461794,64,46,13859
Maryland,2019,36,X,0.0652103,2,11,3067
Massachusetts,2019,36,X,0.782638,326,45,41654
Michigan,2019,36,X,0.854269,186,77,21773
Minnesota,2019,36,X,1.05751,57,18,5390
Mississippi,2019,36,X,1.88953,339,47,17941
Missouri,2019,36,X,0.485437,12,14,2472
Montana,2019,36,X,0.424232,25,24,5893
Nebraska,2019,36,X,1.08568,74,42,6816
Nevada,2019,36,X,0.581786,52,25,8938
New Hampshire,2019,36,X,0.207182,3,12,1448
New Jersey,2019,36,X,1.40359,443,42,31562
New Mexico,2019,36,X,1.00005,213,41,21299
New York,2019,36,X,0.53943,302,125,55985
North Carolina,2019,36,X,0.65241,637,139,97638
North Dakota,2019,36,X,0.863558,30,10,3474
Ohio,2019,36,X,0.78274,78,31,9965
Oklahoma,2019,36,X,0.618833,37,14,5979
Oregon,2019,36,X,0.456594,154,71,33728
Pennsylvania,2019,36,X,0.687118,437,122,63599
Rhode Island,2019,36,X,0.188058,8,22,4254
South Carolina,2019,36,X,1.04582,105,23,10040
South Dakota,2019,36,X,0.688073,105,31,15260
Tennessee,2019,36,X,1.07251,67,47,6247
Texas,2019,36,X,1.90786,451,95,23639
Utah,2019,36,X,1.67351,314,53,18763
Vermont,2019,36,X,0.621311,20,9,3219
Virginia,2019,36,X,1.07396,989,145,92089
Washington,2019,36,X,0.173498,8,20,4611
West Virginia,2019,36,X,0.381485,15,14,3932
Wisconsin,2019,36,X,0.732137,133,37,18166
Wyoming,2019,36,X,0.0883783,2,12,2263
Puerto Rico,2019,36,X,4.6864,133,8,2838
Virgin Islands,2019,36,X,1.02041,6,2,588
New York City,2019,36,X,1.10079,1004,66,91207
Alabama,2019,37,X,1.80076,688,77,38206
Alaska,2019,37,X,2.63828,145,18,5496
Arizona,2019,37,X,1.57231,253,45,16091
Arkansas,2019,37,X,1.07708,32,8,2971
California,2019,37,X,1.11862,480,78,42910
Colorado,2019,37,X,2.30971,917,72,39702
Connecticut,2019,37,X,2.50561,67,4,2674
Delaware,2019,37,X,0,0,5,1375
District of Columbia,2019,37,X,1.53264,227,6,14811
Florida,2019,37,X,X,X,X,X
Georgia,2019,37,X,1.91999,1556,95,81042
Hawaii,2019,37,X,2.01511,32,15,1588
Idaho,2019,37,X,0,0,1,60
Illinois,2019,37,X,1.03505,360,72,34781
Indiana,2019,37,X,0.520514,17,15,3266
Iowa,2019,37,X,0.118524,7,15,5906
Kansas,2019,37,X,0.880429,105,19,11926
